latitude,longitude,year,CH_Sum_Au,CH_Sum_Sp,CH_Sum_Su,CH_Sum_Wi,CH_Mean_Au,CH_Mean_Sp,CH_Mean_Su,CH_Mean_Wi,CH_Median_Au,CH_Median_Sp,CH_Median_Su,CH_Median_Wi,CH_Std_Dev_Au,CH_Std_Dev_Sp,CH_Std_Dev_Su,CH_Std_Dev_Wi,CH_CV_Au,CH_CV_Sp,CH_CV_Su,CH_CV_Wi,CH_DAt_0_Au,CH_DAt_0_Sp,CH_DAt_0_Su,CH_DAt_0_Wi,CH_DB_10_Au,CH_DB_10_Sp,CH_DB_10_Su,CH_DB_10_Wi,CH_Cons_0_PR_Au,CH_Cons_0_PR_Sp,CH_Cons_0_PR_Su,CH_Cons_0_PR_Wi,WC_prec_Min_Au,WC_prec_Max_Au,WC_prec_Std_Au,WC_prec_CV_Au,WC_prec_Sum_Au,WC_prec_Min_Sp,WC_prec_Max_Sp,WC_prec_Std_Sp,WC_prec_CV_Sp,WC_prec_Sum_Sp,WC_prec_Min_Su,WC_prec_Max_Su,WC_prec_Std_Su,WC_prec_CV_Su,WC_prec_Sum_Su,WC_prec_Min_Wi,WC_prec_Max_Wi,WC_prec_Std_Wi,WC_prec_CV_Wi,WC_prec_Sum_Wi,WC_tmax_Min_Au,WC_tmax_Max_Au,WC_tmax_Std_Au,WC_tmax_CV_Au,WC_tmax_Sum_Au,WC_tmax_Min_Sp,WC_tmax_Max_Sp,WC_tmax_Std_Sp,WC_tmax_CV_Sp,WC_tmax_Sum_Sp,WC_tmax_Min_Su,WC_tmax_Max_Su,WC_tmax_Std_Su,WC_tmax_CV_Su,WC_tmax_Sum_Su,WC_tmax_Min_Wi,WC_tmax_Max_Wi,WC_tmax_Std_Wi,WC_tmax_CV_Wi,WC_tmax_Sum_Wi,WC_tmin_Min_Au,WC_tmin_Max_Au,WC_tmin_Std_Au,WC_tmin_CV_Au,WC_tmin_Sum_Au,WC_tmin_Min_Sp,WC_tmin_Max_Sp,WC_tmin_Std_Sp,WC_tmin_CV_Sp,WC_tmin_Sum_Sp,WC_tmin_Min_Su,WC_tmin_Max_Su,WC_tmin_Std_Su,WC_tmin_CV_Su,WC_tmin_Sum_Su,WC_tmin_Min_Wi,WC_tmin_Max_Wi,WC_tmin_Std_Wi,WC_tmin_CV_Wi,WC_tmin_Sum_Wi,SPEI_spei_Min_Au,SPEI_spei_Max_Au,SPEI_spei_Std_Au,SPEI_spei_CV_Au,SPEI_spei_Min_Sp,SPEI_spei_Max_Sp,SPEI_spei_Std_Sp,SPEI_spei_CV_Sp,SPEI_spei_Min_Su,SPEI_spei_Max_Su,SPEI_spei_Std_Su,SPEI_spei_CV_Su,SPEI_spei_Min_Wi,SPEI_spei_Max_Wi,SPEI_spei_Std_Wi,SPEI_spei_CV_Wi
-0.833333333,-53.0,2000,1111.591838657856,137.9558985233307,683.6726027727127,354.75907814502716,12.082519985411478,1.5159988848717658,7.512885744755085,3.856076936358991,11.115972995758057,0.0,0.0,0.0,10.714563791472887,5.816714439026391,11.052505454723859,8.493408323917834,0.8867822113606871,3.8368856976556494,1.4711398296506588,2.20260343973778,26,78,53,70,43,88,66,77,4,29,16,19,298.6810607910156,352.2798767089844,27.26669558020819,0.08303335299538624,985.1473388671875,49.04510498046875,88.6722640991211,19.979946196937448,0.29655644848054385,202.11949157714844,43.8656005859375,285.7265625,122.81942224023834,0.6931719430447845,531.5539245605469,66.6774673461914,268.1522521972656,112.86671407224812,0.5735028915129582,590.4070358276367,29.393333435058597,30.0,0.35025910457726545,0.011754537764218765,89.3933334350586,32.0,32.0,0.0,0.0,96.0,29.0,31.393333435058597,1.2020415267800015,0.03989370060050676,90.3933334350586,30.0,31.393333435058597,0.8044414338019866,0.026405911795752555,91.3933334350586,21.0,22.0,0.5773502691896263,0.027063293868263734,64.0,22.0,22.21344947814941,0.12323511366794704,0.005583538449025295,66.21344947814941,21.0,22.0,0.5773502691896263,0.027063293868263734,64.0,21.393333435058597,22.0,0.35025910457726445,0.0162190364853677,64.78666687011719,0.5978332757949829,1.2873836755752563,0.34741976340758723,0.3784914256045533,-0.421368658542633,1.783052682876587,1.1026262965373854,1.5789710939872148,-1.226335525512695,1.1095600128173828,1.1744814205179,90.08625253030715,-0.1554145216941833,1.7078777551651,0.9455429813651722,1.3844351550366627
