env,TestId,Specie,latitude,longitude,Productivity (y),data_final,date_final,age (years),Feature,bio_1,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,elev
2,202112A1,PGRN,-37.40916667,-73.26694444,7.50,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,7.53,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,7.58,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,7.68,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,7.73,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,7.74,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,7.78,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,7.83,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,7.88,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,7.98,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,7.98,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,8.02,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,8.08,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,8.13,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
2,202112A1,PGRN,-37.40916667,-73.26694444,8.18,7/6/1995,7/4/2003,8,,11.32916641,15.01666641,8,1418,279,24,78.1102829,757,89,89,716,10.125,55.63186646,287.2238464,22,3.799999952,18.20000076,8.600000381,15.01666641,342
